log2FoldChange	padj	cond1	cond2	gene	lab	type	sig	direction	tissue	group	TF	TFcofactor	EpiGene	Family	sex
0.663622178	6.59E-15	PM2.5_Male_adult	Ctrl_Male_adult	Zfp953	Biswal	Biswal_PM2.5	TRUE	up	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
1.049447964	1.74E-12	PM2.5_Male_adult	Ctrl_Male_adult	Zfp97	Biswal	Biswal_PM2.5	TRUE	up	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
1.220016501	1.11E-12	PM2.5_Male_adult	Ctrl_Male_adult	Zfp971	Biswal	Biswal_PM2.5	TRUE	up	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.706622015	4.28E-19	PM2.5_Male_adult	Ctrl_Male_adult	Zfp984	Biswal	Biswal_PM2.5	TRUE	up	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.743298723	0.000328343	PM2.5_Male_adult	Ctrl_Male_adult	Zfp991	Biswal	Biswal_PM2.5	TRUE	up	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.722222103	9.48E-05	PM2.5_Male_adult	Ctrl_Male_adult	Zfp992	Biswal	Biswal_PM2.5	TRUE	up	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.700248834	2.37E-12	PM2.5_Male_adult	Ctrl_Male_adult	Zfp994	Biswal	Biswal_PM2.5	TRUE	up	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
-1.274356769	3.51E-45	PM2.5_Male_adult	Ctrl_Male_adult	Zfpm1	Biswal	Biswal_PM2.5	TRUE	down	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.601537298	1.28E-09	PM2.5_Male_adult	Ctrl_Male_adult	Zkscan7	Biswal	Biswal_PM2.5	TRUE	up	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
1.099731285	1.56E-24	PM2.5_Male_adult	Ctrl_Male_adult	Zkscan8	Biswal	Biswal_PM2.5	TRUE	up	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
1.061705664	5.09E-28	PM2.5_Male_adult	Ctrl_Male_adult	Zmat1	Biswal	Biswal_PM2.5	TRUE	up	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.935135766	3.05E-10	PM2.5_Male_adult	Ctrl_Male_adult	Zxdb	Biswal	Biswal_PM2.5	TRUE	up	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
-0.586160046	0.000374775	Pb_Male_adult	Ctrl_Male_adult	2810021J22Rik	Dolinoy	Dolinoy_Pb	TRUE	down	blood	Dolinoy_Pb_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
-0.722233473	0.000714679	Pb_Male_adult	Ctrl_Male_adult	Gm14326	Dolinoy	Dolinoy_Pb	TRUE	down	blood	Dolinoy_Pb_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
-0.611977233	0.000881085	Pb_Male_adult	Ctrl_Male_adult	Zfp119a	Dolinoy	Dolinoy_Pb	TRUE	down	blood	Dolinoy_Pb_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
-0.652077874	7.56E-06	Pb_Male_adult	Ctrl_Male_adult	Zfp758	Dolinoy	Dolinoy_Pb	TRUE	down	blood	Dolinoy_Pb_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.716276842	2.05E-05	PM2.5_Male_adult	Ctrl_Male_adult	BC025920	Mutlu	Mutlu_PM2.5	TRUE	up	blood	Mutlu_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.785593206	1.06E-11	PM2.5_Male_adult	Ctrl_Male_adult	Bcl11a	Mutlu	Mutlu_PM2.5	TRUE	up	blood	Mutlu_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.592940359	0.000303573	PM2.5_Male_adult	Ctrl_Male_adult	Egr3	Mutlu	Mutlu_PM2.5	TRUE	up	blood	Mutlu_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.685539993	2.70E-22	PM2.5_Male_adult	Ctrl_Male_adult	Klf16	Mutlu	Mutlu_PM2.5	TRUE	up	blood	Mutlu_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
-1.297910202	0.000227455	PM2.5_Male_adult	Ctrl_Male_adult	Klf5	Mutlu	Mutlu_PM2.5	TRUE	down	blood	Mutlu_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
-0.625620153	5.29E-11	PM2.5_Male_adult	Ctrl_Male_adult	Zfp408	Mutlu	Mutlu_PM2.5	TRUE	down	blood	Mutlu_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.824150827	4.79E-05	PM2.5_Male_adult	Ctrl_Male_adult	Zfp647	Mutlu	Mutlu_PM2.5	TRUE	up	blood	Mutlu_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.651725837	6.14E-11	PM2.5_Male_adult	Ctrl_Male_adult	Zfp846	Mutlu	Mutlu_PM2.5	TRUE	up	blood	Mutlu_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.607787928	1.74E-05	PM2.5_Male_adult	Ctrl_Male_adult	Zfp940	Mutlu	Mutlu_PM2.5	TRUE	up	blood	Mutlu_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.591027316	2.07E-08	PM2.5_Male_adult	Ctrl_Male_adult	Zfp956	Mutlu	Mutlu_PM2.5	TRUE	up	blood	Mutlu_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
1.001425836	4.28E-05	As_Male_adult	Ctrl_Male_adult	A630089N07Rik	Zhibin	Zhibin_As	TRUE	up	blood	Zhibin_As_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.830012481	1.57E-08	As_Male_adult	Ctrl_Male_adult	Gm12258	Zhibin	Zhibin_As	TRUE	up	blood	Zhibin_As_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.729445018	0.000124056	As_Male_adult	Ctrl_Male_adult	Hivep3	Zhibin	Zhibin_As	TRUE	up	blood	Zhibin_As_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.976406568	1.15E-06	As_Male_adult	Ctrl_Male_adult	Sall2	Zhibin	Zhibin_As	TRUE	up	blood	Zhibin_As_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.856919995	5.66E-16	As_Male_adult	Ctrl_Male_adult	Zfp169	Zhibin	Zhibin_As	TRUE	up	blood	Zhibin_As_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.829364012	5.06E-07	As_Male_adult	Ctrl_Male_adult	Zfp28	Zhibin	Zhibin_As	TRUE	up	blood	Zhibin_As_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.62283764	3.41E-09	As_Male_adult	Ctrl_Male_adult	Zfp287	Zhibin	Zhibin_As	TRUE	up	blood	Zhibin_As_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.629224448	2.73E-06	As_Male_adult	Ctrl_Male_adult	Zfp382	Zhibin	Zhibin_As	TRUE	up	blood	Zhibin_As_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.626125085	4.38E-11	As_Male_adult	Ctrl_Male_adult	Zfp512b	Zhibin	Zhibin_As	TRUE	up	blood	Zhibin_As_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.874686778	2.06E-06	As_Male_adult	Ctrl_Male_adult	Zfp661	Zhibin	Zhibin_As	TRUE	up	blood	Zhibin_As_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.613771947	5.68E-06	As_Male_adult	Ctrl_Male_adult	Zfp760	Zhibin	Zhibin_As	TRUE	up	blood	Zhibin_As_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
-0.624012936	3.83E-05	As_Male_adult	Ctrl_Male_adult	Zfp771	Zhibin	Zhibin_As	TRUE	down	blood	Zhibin_As_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.717007986	8.67E-11	As_Male_adult	Ctrl_Male_adult	Zfp827	Zhibin	Zhibin_As	TRUE	up	blood	Zhibin_As_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.672806826	4.13E-11	As_Male_adult	Ctrl_Male_adult	Zfp950	Zhibin	Zhibin_As	TRUE	up	blood	Zhibin_As_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.653038844	0.000412547	As_Male_adult	Ctrl_Male_adult	Zfp971	Zhibin	Zhibin_As	TRUE	up	blood	Zhibin_As_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
-1.150625521	8.32E-10	As_Male_adult	Ctrl_Male_adult	Zxdb	Zhibin	Zhibin_As	TRUE	down	blood	Zhibin_As_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.732369284	1.28E-07	TBT_Male_adult	Ctrl_Male_adult	4930522L14Rik	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.818675825	1.26E-06	TBT_Male_adult	Ctrl_Male_adult	AU041133	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.63532211	9.52E-08	TBT_Male_adult	Ctrl_Male_adult	AW146154	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.728148363	2.81E-10	TBT_Male_adult	Ctrl_Male_adult	Bcl11a	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.669317565	1.10E-08	TBT_Male_adult	Ctrl_Male_adult	D130040H23Rik	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.639347593	9.71E-05	TBT_Male_adult	Ctrl_Male_adult	Egr3	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
-1.006761185	1.12E-09	TBT_Male_adult	Ctrl_Male_adult	Gfi1b	Walker	Walker_TBT	TRUE	down	blood	Walker_TBT_Male_adult	TRUE	FALSE	TRUE	zf-C2H2	Male
0.744908664	9.39E-10	TBT_Male_adult	Ctrl_Male_adult	Gm10033	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
1.174952566	7.97E-05	TBT_Male_adult	Ctrl_Male_adult	Gm14410	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.946902069	3.47E-15	TBT_Male_adult	Ctrl_Male_adult	Gm15446	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
1.050385613	2.66E-08	TBT_Male_adult	Ctrl_Male_adult	Gm4924	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.732869317	3.57E-14	TBT_Male_adult	Ctrl_Male_adult	Ikzf3	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	TRUE	zf-C2H2	Male
-0.974704253	0.000853257	TBT_Male_adult	Ctrl_Male_adult	Sall2	Walker	Walker_TBT	TRUE	down	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
-0.695296153	8.52E-11	TBT_Male_adult	Ctrl_Male_adult	Zeb2	Walker	Walker_TBT	TRUE	down	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.749071735	8.22E-18	TBT_Male_adult	Ctrl_Male_adult	Zfp160	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
1.035927961	7.69E-19	TBT_Male_adult	Ctrl_Male_adult	Zfp169	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.701379771	4.53E-17	TBT_Male_adult	Ctrl_Male_adult	Zfp182	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
-0.949737488	9.23E-14	TBT_Male_adult	Ctrl_Male_adult	Zfp219	Walker	Walker_TBT	TRUE	down	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.784966604	9.82E-31	TBT_Male_adult	Ctrl_Male_adult	Zfp275	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.704969083	4.66E-09	TBT_Male_adult	Ctrl_Male_adult	Zfp329	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
1.150354189	1.89E-23	TBT_Male_adult	Ctrl_Male_adult	Zfp383	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.593461736	2.83E-10	TBT_Male_adult	Ctrl_Male_adult	Zfp398	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.59738533	0.000374529	TBT_Male_adult	Ctrl_Male_adult	Zfp418	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.606603456	2.44E-07	TBT_Male_adult	Ctrl_Male_adult	Zfp456	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.788103515	4.97E-06	TBT_Male_adult	Ctrl_Male_adult	Zfp458	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.65227793	1.53E-16	TBT_Male_adult	Ctrl_Male_adult	Zfp472	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.657882023	3.27E-05	TBT_Male_adult	Ctrl_Male_adult	Zfp54	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.635397599	3.45E-11	TBT_Male_adult	Ctrl_Male_adult	Zfp60	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.917904148	6.67E-16	TBT_Male_adult	Ctrl_Male_adult	Zfp605	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.657198812	1.53E-16	TBT_Male_adult	Ctrl_Male_adult	Zfp606	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.623312667	3.98E-06	TBT_Male_adult	Ctrl_Male_adult	Zfp607a	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
-0.643503428	3.05E-06	TBT_Male_adult	Ctrl_Male_adult	Zfp623	Walker	Walker_TBT	TRUE	down	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.603343043	1.68E-09	TBT_Male_adult	Ctrl_Male_adult	Zfp626	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
-0.627844699	7.19E-13	TBT_Male_adult	Ctrl_Male_adult	Zfp710	Walker	Walker_TBT	TRUE	down	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.725615012	7.96E-05	TBT_Male_adult	Ctrl_Male_adult	Zfp712	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.610616508	2.07E-05	TBT_Male_adult	Ctrl_Male_adult	Zfp758	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.80122615	4.45E-09	TBT_Male_adult	Ctrl_Male_adult	Zfp770	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.902297717	8.58E-05	TBT_Male_adult	Ctrl_Male_adult	Zfp78	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.620984359	9.10E-08	TBT_Male_adult	Ctrl_Male_adult	Zfp846	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.867117548	1.72E-11	TBT_Male_adult	Ctrl_Male_adult	Zfp85	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.702062371	2.66E-06	TBT_Male_adult	Ctrl_Male_adult	Zfp867	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.782221022	1.41E-12	TBT_Male_adult	Ctrl_Male_adult	Zfp873	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.598710271	7.54E-08	TBT_Male_adult	Ctrl_Male_adult	Zfp874b	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.691633352	4.21E-06	TBT_Male_adult	Ctrl_Male_adult	Zfp882	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.771310515	1.67E-05	TBT_Male_adult	Ctrl_Male_adult	Zfp931	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.687912063	6.30E-06	TBT_Male_adult	Ctrl_Male_adult	Zfp932	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.5870034	2.46E-06	TBT_Male_adult	Ctrl_Male_adult	Zfp933	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.627197485	3.11E-06	TBT_Male_adult	Ctrl_Male_adult	Zfp942	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.87436317	2.11E-13	TBT_Male_adult	Ctrl_Male_adult	Zfp950	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.618894359	1.07E-09	TBT_Male_adult	Ctrl_Male_adult	Zfp953	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.594344466	4.90E-06	TBT_Male_adult	Ctrl_Male_adult	Zfp958	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.814371438	0.000448087	TBT_Male_adult	Ctrl_Male_adult	Zfp964	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
0.968980836	7.06E-11	TBT_Male_adult	Ctrl_Male_adult	Zfp974	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
1.000617068	6.52E-09	TBT_Male_adult	Ctrl_Male_adult	Zxdb	Walker	Walker_TBT	TRUE	up	blood	Walker_TBT_Male_adult	TRUE	FALSE	FALSE	zf-C2H2	Male
